X,Y,observ,longitud,latitud,objectid,num_est,nom_est,id_trazado,long_est,ancho_est,area_est,esta_oper,eta_oper,tipo_esta,ub_est,num_acc,acc_esp,acc_depr,acc_puent,cod_nodo,cap_biart,num_vag,cap_art,globalid,created_user,created_date,last_edited_user,last_edited_date
997655.6728,997259.4209,Valores de capacidad de buses en proceso de actualización,-74.09863413,4.57141673,716,10001,Country Sur,TZ018,115.31,4,461.24,1,1,4,KR 10 - CL 28 Sur,2,2,0,0,10001,120,2,144,{252EAE5A-928E-4517-9098-B8016CB9465C},,,,
1000471.8926,1009018.5148,Valores de capacidad de buses en proceso de actualización,-74.07325476,4.67775575,717,04106,Carrera 47,TZ005,155,4,620,1,1,4,KR 46,1,1,0,0,4106,144,2,160,{6E191698-F849-4B58-B023-1136BF7A274D},,,,
996338.9612,1012565.3692,Valores de capacidad de buses en proceso de actualización,-74.11050627,4.70982949,718,04000,Portal 80,TZ005,281.77,0,0,1,1,1,KR 96,1,1,0,0,4000,55,1,110,{E9051354-930E-4213-A381-733D35054EED},,,,
996686.9924,998088.6446,Valores de capacidad de buses en proceso de actualización,-74.10736382,4.57891519,719,09103,Olaya,TZ012,76.82,4,307.28,1,1,4,CL 24 Sur - CL 27 Sur,1,1,0,0,9103,120,3,176,{42DE452D-4155-4A6A-B678-25B0F235D789},,,,
995081.8268,995672.4559,Valores de capacidad de buses en proceso de actualización,-74.12182779,4.55706456,720,09001,Molinos,TZ012,108.12,4,432.48,1,1,2,KR 9A,2,1,0,1,9001,144,2,160,{0A966495-888E-4F89-93F7-8297F2FBFC63},,,,
998178.2252,998903.528000001,Valores de capacidad de buses en proceso de actualización,-74.09392542,4.58628471,721,09106,Nariño,TZ012,88.49,4,353.96,1,1,4,CL 8 Sur - CL 11 Sur,1,1,0,0,9106,48,2,96,{1C6915D1-74E0-4A6F-8625-FA78A43FF4EA},,,,
1000308.9303,1014514.4369,Valores de capacidad de buses en proceso de actualización,-74.07472334,4.72745584,722,03004,Gratamira,TZ003,89.35,4,357.4,1,1,4,AV Suba - CL 135,1,0,0,1,3004,48,2,96,{E25E34DA-F746-4024-AEFC-D0F3A2FA611C},,,,
995431.9095,1003572.5822,Valores de capacidad de buses en proceso de actualización,-74.11867713,4.62850646,723,05105,Pradera - Plaza Central,TZ009,89.61,3,268.83,1,1,4,AV Americas - KR 64,1,0,0,1,5105,72,2,128,{F74970D5-60F3-46E3-928A-84A2646C116D},,,,
1000352.9899,1001090.8775,Valores de capacidad de buses en proceso de actualización,-74.07432675,4.60606534,724,10007,Las Nieves,TZ018,130.1,4,520.4,1,1,4,KR 10 - CL 18,2,2,0,0,10007,120,2,144,{14BAD685-EB6E-41DA-A373-E17A52FC81FC},,,,
995601.9688,1008716.6292,Valores de capacidad de buses en proceso de actualización,-74.1171471,4.67502466,725,06001,Modelia,TZ016,96.29,3,288.87,1,1,4,KR 84,1,0,0,1,6001,120,2,140,{81E019AE-0FF9-4A0A-8D9A-B547C6892EA9},,,,
995130.3683,1009446.2056,Valores de capacidad de buses en proceso de actualización,-74.12139802,4.68162203,726,06000,Portal El Dorado – C.C. Nuestro Bogotá,TZ016,706.41,0,0,1,1,1,KR 87,1,0,0,1,6000,84,1,132,{A237D38E-2B9A-42E1-B7DD-BF3315B64C82},,,,
1001608.7091,1006491.4353,Valores de capacidad de buses en proceso de actualización,-74.06300913,4.65490299,727,09121,Flores – Areandina,TZ001,109.75,3.5,384.125,1,1,4,CL 69 - CL 67,2,2,0,0,9121,72,2,120,{C2DFEA88-2BAD-4569-8D65-05178D2CC5C9},,,,
1000510.373,1000547.663,Valores de capacidad de buses en proceso de actualización,-74.07290843,4.60115298,728,14004,Museo del Oro,TZ015,55.63,0,0,1,1,4,KR 2,2,2,0,0,14004,72,1,72,{16FA0FDC-A491-4188-9F15-303C06921CDF},,,,
994225.7454,999707.249399999,Valores de capacidad de buses en proceso de actualización,-74.12954496,4.59355114,729,07006,General Santander,TZ010,122.8,0,0,1,1,2,Autosur - KR 43,1,0,0,1,7006,192,3,212,{7CBD3916-4C5A-46C9-95E0-74D13B16DFF8},,,,
997836.0581,996629.2554,Valores de capacidad de buses en proceso de actualización,-74.09700841,4.56571812,730,10000,Portal 20 de Julio,TZ018,489.11,0,0,1,1,1,KR 5 A CL 33 Sur,1,1,0,0,10000,130,1,220,{16548DE9-46F8-4D04-8D2B-9888F6549555},,,,
1000702.697,1012218.0961,Valores de capacidad de buses en proceso de actualización,-74.07117427,4.70668982,731,03007,Humedal Córdoba,TZ003,89.4,4,357.6,1,1,4,AV Suba - CL 119,1,1,0,0,3007,48,2,108,{F0825DA2-7A88-4548-8AEE-F0AEC3A1ACBF},,,,
993574.2086,996917.93,Valores de capacidad de buses en proceso de actualización,-74.13541451,4.56832656,732,08001,Parque,TZ014,45.66,0,0,1,1,4,CL 55 Sur,2,2,0,0,8001,24,1,36,{68828E79-D7EF-4880-B6F8-DEC08385F0A6},,,,
998944.8714,998884.8378,Valores de capacidad de buses en proceso de actualización,-74.08701654,4.58611582,733,10004,Policarpa,TZ018,123.68,4,494.72,1,1,4,KR 10 - CL 3 Sur,2,2,0,0,10004,120,2,144,{7B5DEC64-2B41-4060-BADA-5BE3D2D253E8},,,,
1000919.6691,1002105.9719,Valores de capacidad de buses en proceso de actualización,-74.06921969,4.6152449,734,10009,Museo Nacional,TZ019,123.83,0,0,1,1,4,KR 7 - CL 32,1,0,1,0,10009,96,2,144,{84FF1221-F7E2-4C41-A918-819384B78087},,,,
999032.5739,999872.848200001,Valores de capacidad de buses en proceso de actualización,-74.08622629,4.59505052,735,09108,Hospital,TZ012,92.37,4,369.48,1,3,4,CL 4 - CL 2,2,2,0,0,9108,0,2,96,{AC0E7618-8DBB-419A-B435-EE52B2217419},,,,
996030.9927,1008051.3494,Valores de capacidad de buses en proceso de actualización,-74.11328003,4.66900868,736,06002,Normandía,TZ016,106.03,3,318.09,1,1,4,KR 73A,1,0,0,1,6002,120,2,140,{505B6C05-54E7-4B6A-8ADD-318794F1E485},,,,
990294.8873,999954.9641,Valores de capacidad de buses en proceso de actualización,-74.16496973,4.59578778,737,07001,Perdomo,TZ010,99.24,4,396.96,1,1,4,Autosur - KR 78C,1,0,0,1,7001,72,2,128,{14996742-4A24-4347-AB25-FA14863B07C9},,,,
998586.5223,999408.052300001,Valores de capacidad de buses en proceso de actualización,-74.090246,4.59084725,738,09107,Hortúa,TZ012,100.45,4,401.8,1,1,4,CL 1 Sur - CL 3 Sur,2,2,0,0,9107,72,2,120,{A8B02A13-9B15-4746-BCE3-618BA8A0800E},,,,
995352.0758,992869.206599999,Valores de capacidad de buses en proceso de actualización,-74.11939099,4.53171458,739,09000,Portal Usme,TZ013,402.9,0,0,1,1,1,CL 65C Sur,1,1,0,0,9000,78,1,132,{76CA460D-24C9-453E-9BE5-C5992F943BB1},,,,
999212.9988,1010470.4748,Valores de capacidad de buses en proceso de actualización,-74.08460127,4.69088593,740,04103,Ferias,TZ005,45.75,4,183,1,1,4,TV 67 Bis,1,0,0,1,4103,72,1,80,{366F2B75-D0D7-40B7-94BA-E9D1682A8494},,,,
1001189.4601,1004573.507,Valores de capacidad de buses en proceso de actualización,-74.06678795,4.63755905,741,09118,Temporal Marly,TZ001,176.19,3.5,594.44,1,1,4,CL 51 - CL 49,2,2,0,0,9118,120,3,200,{D5FFA99F-D4C3-43E5-B9CE-708FE344FAD2},,,,
990334.8367,1004089.8812,Valores de capacidad de buses en proceso de actualización,-74.16461427,4.63318028,742,05001,Patio Bonito,TZ009,199.2,4.5,896.4,1,1,4,AV Cali - CL 40 Sur,2,2,0,0,5001,144,4,160,{BD2CB5AC-FB32-43B2-BB3C-22EA694316A6},,,,
993149.6903,997055.6281,Valores de capacidad de buses en proceso de actualización,-74.1392402,4.56957146,743,08000,Portal Tunal,TZ014,323.17,0,0,1,1,1,AV Boyaca,2,2,0,0,8000,64,1,88,{17C6FF6B-F218-4AC1-8594-4089CF516476},,,,
997570.5298,998537.2842,Valores de capacidad de buses en proceso de actualización,-74.09940175,4.58297258,744,09105,Fucha,TZ012,80.04,4,320.16,1,1,4,CL 13 Sur - CL 16 Sur,1,1,0,0,9105,48,2,96,{91EABD59-BB01-4D2B-A0E4-FCC9C092AF1B},,,,
998399.5804,1011133.4993,Valores de capacidad de buses en proceso de actualización,-74.09193285,4.6968816,745,04101,Minuto de Dios,TZ005,144,4,576,1,1,4,KR 73 A,1,0,0,1,4101,144,2,152,{09E88E67-47A1-450F-80E7-1FE3B1B56C1B},,,,
989397.8264,1003669.9051,Valores de capacidad de buses en proceso de actualización,-74.17305846,4.62938131,746,05000,Portal Américas,TZ009,369.54,0,0,1,1,1,AV Cali - CL 43 Sur,1,1,0,0,5000,144,1,198,{75AC4EE7-BAC6-4492-A2C6-587183F96D2D},,,,
1001010.4813,1000705.4429,Valores de capacidad de buses en proceso de actualización,-74.06840144,4.60257976,747,14005,Las Aguas - Centro Colombo Americano,TZ015,61.73,0,0,1,1,3,KR 3,3,2,1,0,14005,48,1,72,{7FA1DF3F-49A5-442A-8716-B9830BB5BAC8},,,,
998139.423,1016655.2383,Valores de capacidad de buses en proceso de actualización,-74.0942789,4.74681507,748,03000,Portal Suba,TZ003,526.68,0,0,1,1,1,AV Suba AV Cali,1,1,0,0,3000,128,1,176,{1F0F3DD0-8CB8-491D-8947-9C0DF78251EA},,,,
1000310.2316,1013830.0812,Valores de capacidad de buses en proceso de actualización,-74.07471163,4.72126716,749,03005,Suba - AV. Boyacá,TZ003,176.75,4,707,1,1,4,AV Suba AV Boyaca,2,0,2,0,3005,48,2,96,{1B3DD523-F423-4DAF-A618-6BBE562AA423},,,,
994762.2309,997209.9903,Valores de capacidad de buses en proceso de actualización,-74.12470872,4.57096848,750,09004,Santa Lucía,TZ012,121.56,4,486.24,1,1,4,CL 46A Sur - Diagonal 4,2,2,0,0,9004,120,2,152,{3918FBF8-1567-42CC-83AE-9807298C2F73},,,,
1001146.2586,1008867.4574,Valores de capacidad de buses en proceso de actualización,-74.06717674,4.67638966,751,03014,San Martín,TZ003,89.37,4,357.48,1,1,4,AV Suba - CL 81,1,1,0,0,3014,60,2,132,{FFF94693-C4B3-4931-B371-F5C07D7FEC87},,,,
1001130.9385,1000933.9576,Valores de capacidad de buses en proceso de actualización,-74.06731585,4.60464623,752,06111,Universidades – CityU,TZ016,122.85,4,491.4,1,1,3,KR 3,2,1,1,0,6111,120,2,140,{0A5EACCB-31B5-488D-AEA5-8F543A059A33},,,,
997213.7586,1000605.439,Valores de capacidad de buses en proceso de actualización,-74.10261755,4.60167503,753,07113,Santa Isabel,TZ010,89.26,4,357.04,1,1,4,KR 30 AV 3,1,1,0,0,7113,96,2,144,{47E00D66-07A2-47FD-A08F-14DE053A31B0},,,,
1001585.4373,1009785.8437,Valores de capacidad de buses en proceso de actualización,-74.06321827,4.68469464,754,03012,Suba - Calle 95,TZ003,89.57,4,358.28,1,1,4,AV Suba - CL 97,1,1,0,0,3012,48,2,96,{C8803E6E-6C94-44B7-8A20-2427E5BD2483},,,,
996989.5052,1003258.8183,Valores de capacidad de buses en proceso de actualización,-74.10463943,4.62566974,755,12000,Puente Aranda,TZ009,89.2,4,356.8,1,1,4,CL 13 KR 47,1,1,0,0,12000,48,2,120,{E6190A06-D8DE-40FE-B36E-8967ED941750},,,,
995908.3633,997855.855699999,Valores de capacidad de buses en proceso de actualización,-74.11438051,4.57680973,756,09101,Quiroga,TZ012,86.35,4,345.4,1,1,4,CL 31 Sur - CL 32 Sur,1,1,0,0,9101,48,2,96,{440D887E-DDF8-45B9-8BA7-04E59784263C},,,,
1001142.6803,1010748.575,Valores de capacidad de buses en proceso de actualización,-74.06720874,4.69340077,757,03010,Puentelargo,TZ003,89.36,4,357.44,1,1,4,AV Suba TV 48,1,1,0,0,3010,72,2,128,{EF97864A-9AFB-416E-8A52-8924FD5F6857},,,,
1000009.4865,1000533.9996,Valores de capacidad de buses en proceso de actualización,-74.07742242,4.60102943,758,10006,San Victorino,TZ018,197.8,4,791.2,1,1,4,KR 10 - CL 12,2,2,0,0,10006,168,3,216,{A6E83DAC-6B01-49DD-A3B6-2B64357E83BB},,,,
991192.4457,1000009.3933,Valores de capacidad de buses en proceso de actualización,-74.15688105,4.59628094,759,07002,CC Paseo Villa del Río - Madelena,TZ010,89.25,4,357,1,1,4,Autosur - KR 67,1,0,0,1,7002,72,2,132,{407AF5FD-57D5-4678-8EFD-04B9ECE206D8},,,,
985802.8634,998868.939099999,Valores de capacidad de buses en proceso de actualización,-74.20544974,4.58596064,760,07503,San Mateo - CC Unisur,TZ011,123.2,4,492.8,1,1,2,Soacha,3,0,0,3,7503,192,3,232,{14E08452-BF4F-430E-B3F8-E6A4C48C8C44},,,,
992243.347,999879.4966,Valores de capacidad de buses en proceso de actualización,-74.14741029,4.59510726,761,07003,Sevillana,TZ010,99.28,4,397.12,1,1,4,Sevillana,1,0,0,1,7003,72,2,132,{4BD36C74-DEE4-44B0-8B3E-B389559CBB73},,,,
1001408.1085,1009305.5199,Valores de capacidad de buses en proceso de actualización,-74.06481662,4.68035106,762,03013,Rionegro,TZ003,89.21,4,356.84,1,1,4,AV Suba - CL 87,1,1,0,0,3013,48,2,96,{1CE7758B-5094-4F88-A536-78997B0C573B},,,,
1000850.301,1011394.4058,Valores de capacidad de buses en proceso de actualización,-74.06984394,4.69924111,763,03009,Suba - Calle 116,TZ003,96.6,4,386.4,1,1,4,AV Suba CLL 114,1,1,0,0,3009,72,2,128,{DB8A658B-76F6-4AA3-86B2-6767C747BFDB},,,,
999243.2859,999335.9778,Valores de capacidad de buses en proceso de actualización,-74.08432732,4.59019556,764,10010,San Bernardo,TZ018,115.71,4,462.84,1,1,4,KR 10 - CL 1B Sur,2,2,0,0,10010,120,2,144,{E2A35373-6994-4E4B-8C2A-490A4A9B0B7D},,,,
996323.2581,1000129.4759,Valores de capacidad de buses en proceso de actualización,-74.11064255,4.59737051,765,07009,SENA,TZ010,100.01,4,400.04,1,3,4,Autosur - CL 17 S,1,0,0,1,7009,144,2,160,{D93EA2A6-EC21-44D9-AD30-E6E503AF4642},,,,
998969.5128,1001496.703,Valores de capacidad de buses en proceso de actualización,-74.08679478,4.60973521,766,12004,San Facon Carrera 22,TZ009,130.16,4,520.64,1,1,4,AV Americas - KR 22,2,2,0,0,12004,120,2,152,{753EA252-4608-4588-80B9-D38636EDD4B6},,,,
994665.0634,996511.6525,Valores de capacidad de buses en proceso de actualización,-74.12558394,4.56465328,767,09003,Socorro,TZ012,82.4,4,329.6,1,1,4,KR 13B - KR 13C,1,1,0,0,9003,72,2,128,{78094E50-83F4-4060-9DBB-0D0FF5693DE5},,,,
999614.0764,1015404.8721,Valores de capacidad de buses en proceso de actualización,-74.08098652,4.73550811,768,03003,21 Ángeles,TZ003,94.15,4,376.6,1,1,4,AV Suba - CL 136,1,0,0,1,3003,48,2,96,{C63D4D5C-6144-4C20-A73C-CD541B7B5BF2},,,,
1000864.238,1002806.0193,Valores de capacidad de buses en proceso de actualización,-74.06971918,4.62157551,769,09115,Temporal Calle 34,TZ001,150.4,3.5,526.4,1,1,4,AV Calle 34 - CL 3,2,2,0,0,9115,120,2,200,{FAE8DE61-01BE-4C31-AB0D-1FB7204CC731},,,,
992771.66,999929.823899999,Valores de capacidad de buses en proceso de actualización,-74.14264921,4.59556283,770,07004,Venecia,TZ010,105.93,4,423.72,1,1,4,Autosur - AV 54,1,0,0,1,7004,72,2,132,{EA5822A5-2848-4425-8C57-61F537FE4743},,,,
995190.0667,994189.528100001,Valores de capacidad de buses en proceso de actualización,-74.12085159,4.54365433,873,9005,Danubio,TZ013,199.2,5,996,1,1,4,Av. Calle 51 Sur entre carrera 5 y calle 56 sur,2,2,0,0,9005,144,0,160,{F8AB6580-D1AF-485F-843C-304B802F582F},,,,
989814.6389,1000082.432,Valores de capacidad de buses en proceso de actualización,-74.16929784,4.59693995,931,07000,Portal Sur - JFK Coop. Financiera,TZ010,416.61,0,0,1,1,1,Autosur - KR 82,2,0,0,2,7000,96,1,132,{EE4EE71C-71A1-44A1-B89E-AB79C37A811E},,,,
1000218.2091,1001528.1759,Valores de capacidad de buses en proceso de actualización,-74.07554139,4.61001988,933,09113,Temporal Calle 22,TZ001,183.7,3.5,642.95,1,1,4,CL 24 - CL 22,2,2,0,0,9113,120,3,200,{178F9EE6-5856-4D43-ABF5-F82F7544EE56},,,,
